Well,Sample,T7,singleColony,imaging,Target,Conc(copies/µL),Status,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted Droplets,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
G12,Nup62#199_bio2_a,ctrl,1,0,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,14364,0,14364,0,112,0,"14,252.00",0,,,,,,,,,,,,,,,,,,,,,,0,732.58,732.58,,,,,,,,,,,,,,,,,,
G12,Nup62#199_bio2_a,ctrl,1,0,longREF,9.21,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,184.18,,,10.92,7.5,14364,112,14252,0,112,0,"14,252.00",0,,,,,,,,930.82,,,,,,,,,,,,,,"3,963.71",231.98,261.07,,,,,10.08,8.34,,,,,,,,,,,,
F12,Nup93#214_bio2_a,ctrl,1,0,HDR,5.96,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,119.27,,,7.53,4.63,13053,66,12987,13,90,53,"12,897.00",1.14,1.92,,,2.51,1.32,3,,917.23,,,longREF,0.64,,,0.84,0.44,39.02,,,46.4,31.64,"1,716.88",759.31,764.15,,,,,6.73,5.26,,,2.22,1.62,,,0.74,0.54,,,42.77,35.27
F12,Nup93#214_bio2_a,ctrl,1,0,longREF,9.32,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,186.4,,,11.12,7.52,13053,103,12950,13,90,53,"12,897.00",1.14,,,,,,,,936.79,,,,,,,,,,,,,,"4,072.88",241.84,272.07,,,,,10.24,8.4,,,,,,,,,,,,
B12,Nup93#38_bio2_a,ctrl,1,0,HDR,113.27,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"2,265.44",,,119.22,107.35,15252,1400,13852,645,861,755,"12,991.00",46.81,2.78,,,2.98,2.58,3,,999.76,,,longREF,0.93,,,0.99,0.86,48.08,,,49.9,46.26,"1,694.67",744.07,831.33,,,,,116.3,110.25,,,2.88,2.68,,,0.96,0.89,,,49.01,47.15
B12,Nup93#38_bio2_a,ctrl,1,0,longREF,122.31,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"2,446.18",,,128.51,116.15,15252,1506,13746,645,861,755,"12,991.00",46.81,,,,,,,,995.58,,,,,,,,,,,,,,"3,809.50",232.93,586.09,,,,,125.47,119.16,,,,,,,,,,,,
C12,Nup93#70_bio2_a,ctrl,1,0,HDR,14.43,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,288.62,,,16.6,12.26,13944,170,13774,30,138,140,"13,636.00",2.41,3.04,,,3.68,2.39,3,,987.65,,,longREF,1.01,,,1.23,0.8,50.3,,,55.63,44.97,"1,787.26",738.25,751.04,,,,,15.54,13.32,,,3.37,2.71,,,1.12,0.9,,,53.02,47.58
C12,Nup93#70_bio2_a,ctrl,1,0,longREF,14.26,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,285.21,,,16.42,12.11,13944,168,13776,30,138,140,"13,636.00",2.41,,,,,,,,941.18,,,,,,,,,,,,,,"4,060.53",232.64,278.76,,,,,15.36,13.16,,,,,,,,,,,,
D12,Nup93#79_bio2_a,ctrl,1,0,HDR,8.61,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,172.23,,,10.21,7.02,15357,112,15245,23,101,89,"15,144.00",1.72,2.71,,,3.4,2.02,3,,973.74,,,longREF,0.9,,,1.13,0.67,47.45,,,53.82,41.08,"1,806.02",751.86,759.55,,,,,9.43,7.8,,,3.06,2.36,,,1.02,0.79,,,50.7,44.2
D12,Nup93#79_bio2_a,ctrl,1,0,longREF,9.54,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,190.76,,,11.22,7.86,15357,124,15233,23,101,89,"15,144.00",1.72,,,,,,,,951.84,,,,,,,,,,,,,,"3,915.49",237.2,266.9,,,,,10.39,8.68,,,,,,,,,,,,
E12,Nup93#92_bio2_a,ctrl,1,0,HDR,9.99,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,199.71,,,11.8,8.18,13843,117,13726,18,100,99,"13,626.00",1.47,2.97,,,3.74,2.21,3,,"1,003.79",,,longREF,0.99,,,1.25,0.74,49.79,,,56.18,43.39,"1,765.26",750.12,758.7,,,,,10.91,9.06,,,3.36,2.59,,,1.12,0.86,,,53.05,46.52
E12,Nup93#92_bio2_a,ctrl,1,0,longREF,10.07,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,201.43,,,11.89,8.26,13843,118,13725,18,100,99,"13,626.00",1.47,,,,,,,,877.8,,,,,,,,,,,,,,"3,989.56",237.29,269.28,,,,,11,9.14,,,,,,,,,,,,
