Well,Sample,T7,singleColony,imaging,Target,Conc(copies/µL),Status,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted Droplets,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
G10,#367,2,1,0,longREF,248.13,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"4,962.53",,,256.62,239.69,17423,3313,14110,476,"2,837.00",565,"13,545.00",24.4,,,,,,,,960.72,,,,,,,,,,,,,,"3,887.26",244.89,937.49,,,,,252.45,243.82,,,,,,,,,,,,
G10,#367,2,1,0,HDR,72.48,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"1,449.60",,,76.89,68.08,17423,1041,16382,476,"2,837.00",565,"13,545.00",24.4,0.88,,,0.94,0.82,3,,955.55,,,longREF,0.29,,,0.31,0.27,22.61,,,23.83,21.39,"1,573.21",720.09,771.06,,,,,74.73,70.24,,,0.91,0.85,,,0.3,0.28,,,23.23,21.99
H10,#368,,1,0,longREF,3.82,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,76.34,,,5.05,2.8,13892,45,13847,1,44,14,"13,833.00",0.08,,,,,,,,310.46,,,,,,,,,,,,,,574.24,242.87,243.94,,,,,4.41,3.28,,,,,,,,,,,,
H10,#368,,1,0,HDR,1.27,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,25.42,,,2.03,0.73,13892,15,13877,1,44,14,"13,833.00",0.08,1,,,1.59,0.41,3,,876.21,,,longREF,0.33,,,0.53,0.14,24.98,,,36.06,13.9,"1,283.46",718.64,719.25,,,,,1.63,0.97,,,1.3,0.7,,,0.43,0.23,,,30.58,19.38
A11,#369,,,0,longREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,15302,0,15302,0,0,0,"15,302.00",0,,,,,,,,,,,,,,,,,,,,,,0,241.58,241.58,,,,,,,,,,,,,,,,,,
A11,#369,,,0,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,15302,0,15302,0,0,0,"15,302.00",0,,,,,,,,,,,,,,,,,,,,,,0,723.35,723.35,,,,,,,,,,,,,,,,,,
B11,#370,1,1,1,longREF,142.16,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"2,843.23",,,149.58,134.79,12502,1423,11079,626,797,722,"10,357.00",54.94,,,,,,,,918.52,,,,,,,,,,,,,,"3,837.90",243.33,652.47,,,,,145.94,138.4,,,,,,,,,,,,
B11,#370,1,1,1,HDR,134.22,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"2,684.48",,,141.42,127.08,12502,1348,11154,626,797,722,"10,357.00",54.94,2.83,,,3.04,2.62,3,,951.8,,,longREF,0.94,,,1.01,0.87,48.56,,,50.43,46.7,"1,606.03",714.82,810.91,,,,,137.89,130.57,,,2.94,2.72,,,0.98,0.91,,,49.51,47.61
C11,#371,,,0,longREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,14643,0,14643,0,0,0,"14,643.00",0,,,,,,,,,,,,,,,,,,,,,,0,235.47,235.47,,,,,,,,,,,,,,,,,,
C11,#371,,,0,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,14643,0,14643,0,0,0,"14,643.00",0,,,,,,,,,,,,,,,,,,,,,,0,702.57,702.57,,,,,,,,,,,,,,,,,,
D11,#372,1,1,1,longREF,247.53,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"4,950.69",,,256.5,238.63,15600,2960,12640,"1,493.00","1,467.00","1,296.00","11,344.00",104.46,,,,,,,,932.39,,,,,,,,,,,,,,"3,593.35",237.6,874.33,,,,,252.1,242.99,,,,,,,,,,,,
D11,#372,1,1,1,HDR,231.73,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"4,634.51",,,240.37,223.14,15600,2789,12811,"1,493.00","1,467.00","1,296.00","11,344.00",104.46,2.81,,,2.95,2.66,3,,935.37,,,longREF,0.94,,,0.98,0.89,48.35,,,49.64,47.06,"1,515.44",707.28,851.77,,,,,236.13,227.34,,,2.88,2.73,,,0.96,0.91,,,49.01,47.69
E11,#373,2,1,0,longREF,170.89,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"3,417.83",,,178.3,163.53,15244,2061,13183,237,"1,824.00",408,"12,775.00",13.88,,,,,,,,985.4,,,,,,,,,,,,,,"3,901.32",239.28,734.39,,,,,174.67,167.13,,,,,,,,,,,,
E11,#373,2,1,0,HDR,50.86,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"1,017.25",,,54.79,46.94,15244,645,14599,237,"1,824.00",408,"12,775.00",13.88,0.89,,,0.97,0.81,3,,948.25,,,longREF,0.3,,,0.32,0.27,22.94,,,24.5,21.37,"1,589.69",709.14,746.4,,,,,52.87,48.86,,,0.93,0.85,,,0.31,0.28,,,23.73,22.14
F11,#374,3,1,0,longREF,158.36,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"3,167.16",,,165.48,151.28,15190,1913,13277,261,"1,652.00",378,"12,899.00",16.58,,,,,,,,932.7,,,,,,,,,,,,,,"3,714.68",237.06,675.02,,,,,161.99,154.74,,,,,,,,,,,,
F11,#374,3,1,0,HDR,50.56,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"1,011.24",,,54.49,46.65,15190,639,14551,261,"1,652.00",378,"12,899.00",16.58,0.96,,,1.04,0.87,3,,933.66,,,longREF,0.32,,,0.35,0.29,24.2,,,25.84,22.56,"1,521.04",703.91,738.28,,,,,52.56,48.56,,,1,0.91,,,0.33,0.3,,,25.04,23.36
G11,#375,,,0,longREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,16987,0,16987,0,0,0,"16,987.00",0,,,,,,,,,,,,,,,,,,,,,,0,235.67,235.67,,,,,,,,,,,,,,,,,,
G11,#375,,,0,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,16987,0,16987,0,0,0,"16,987.00",0,,,,,,,,,,,,,,,,,,,,,,0,705.76,705.76,,,,,,,,,,,,,,,,,,
H11,#376,1,1,0,longREF,82.16,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"1,643.20",,,87.01,77.33,16441,1109,15332,257,852,291,"15,041.00",17.34,,,,,,,,926.16,,,,,,,,,,,,,,"3,639.02",241.03,470.24,,,,,84.63,79.7,,,,,,,,,,,,
H11,#376,1,1,0,HDR,39.88,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,797.63,,,43.23,36.55,16441,548,15893,257,852,291,"15,041.00",17.34,1.46,,,1.61,1.31,3,,937.63,,,longREF,0.49,,,0.54,0.44,32.68,,,34.93,30.43,"1,516.02",713.2,739.96,,,,,41.59,38.18,,,1.53,1.38,,,0.51,0.46,,,33.83,31.53
A12,#377,,,0,longREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,16556,0,16556,0,0,0,"16,556.00",0,,,,,,,,,,,,,,,,,,,,,,0,235.45,235.45,,,,,,,,,,,,,,,,,,
A12,#377,,,0,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,16556,0,16556,0,0,0,"16,556.00",0,,,,,,,,,,,,,,,,,,,,,,0,706.45,706.45,,,,,,,,,,,,,,,,,,
B12,#378,1,1,1,longREF,424.13,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"8,482.68",,,436.34,412.06,15660,4740,10920,"2,151.00","2,589.00","2,308.00","8,612.00",114.9,,,,,,,,"1,101.24",,,,,,,,,,,,,,"3,902.45",242.14,"1,350.05",,,,,430.34,417.96,,,,,,,,,,,,
B12,#378,1,1,1,HDR,394.24,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"7,884.86",,,405.93,382.67,15660,4459,11201,"2,151.00","2,589.00","2,308.00","8,612.00",114.9,2.79,,,2.9,2.67,3,,995.79,,,longREF,0.93,,,0.97,0.89,48.17,,,49.2,47.15,"1,648.06",721.79,985.53,,,,,400.19,388.33,,,2.85,2.73,,,0.95,0.91,,,48.7,47.65
C12,#379,1,1,1,longREF,128.01,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"2,560.17",,,134.7,121.35,13725,1415,12310,456,959,943,"11,367.00",32.72,,,,,,,,968.73,,,,,,,,,,,,,,"3,941.41",238.4,620.16,,,,,131.42,124.61,,,,,,,,,,,,
C12,#379,1,1,1,HDR,126.48,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"2,529.60",,,133.13,119.87,13725,1399,12326,456,959,943,"11,367.00",32.72,2.96,,,3.18,2.75,3,,956.14,,,longREF,0.99,,,1.06,0.92,49.7,,,51.55,47.85,"1,668.06",706.58,804.58,,,,,129.87,123.1,,,3.08,2.85,,,1.03,0.95,,,50.64,48.76
D12,#380,1,1,1,longREF,213,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"4,260.02",,,221.72,204.35,13997,2318,11679,"1,035.00","1,283.00","1,204.00","10,475.00",77.07,,,,,,,,956.7,,,,,,,,,,,,,,"3,843.26",235.9,833.31,,,,,217.44,208.58,,,,,,,,,,,,
D12,#380,1,1,1,HDR,205.07,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"4,101.39",,,213.61,196.6,13997,2239,11758,"1,035.00","1,283.00","1,204.00","10,475.00",77.07,2.89,,,3.06,2.72,3,,939.1,,,longREF,0.96,,,1.02,0.91,49.05,,,50.5,47.6,"1,613.54",701.41,847.32,,,,,209.42,200.74,,,2.97,2.8,,,0.99,0.93,,,49.79,48.31
E12,#381,,1,0,longREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,11506,0,11506,0,0,0,"11,506.00",0,,,,,,,,,,,,,,,,,,,,,,0,215.76,215.76,,,,,,,,,,,,,,,,,,
E12,#381,,1,0,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,11506,0,11506,0,0,0,"11,506.00",0,,,,,,,,,,,,,,,,,,,,,,0,645.84,645.84,,,,,,,,,,,,,,,,,,
F12,#382,3,1,0,longREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,12067,0,12067,0,0,0,"12,067.00",0,,,,,,,,,,,,,,,,,,,,,,0,220.61,220.61,,,,,,,,,,,,,,,,,,
F12,#382,3,1,0,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,12067,0,12067,0,0,0,"12,067.00",0,,,,,,,,,,,,,,,,,,,,,,0,643.05,643.05,,,,,,,,,,,,,,,,,,
G12,#383,,,0,longREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,15664,0,15664,0,0,0,"15,664.00",0,,,,,,,,,,,,,,,,,,,,,,0,232.81,232.81,,,,,,,,,,,,,,,,,,
G12,#383,,,0,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,15664,0,15664,0,0,0,"15,664.00",0,,,,,,,,,,,,,,,,,,,,,,0,698.35,698.35,,,,,,,,,,,,,,,,,,
H12,#384,2,1,0,longREF,285.27,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"5,705.48",,,295.94,274.71,12948,2788,10160,888,"1,900.00",867,"9,293.00",66.42,,,,,,,,"1,030.51",,,,,,,,,,,,,,"3,928.96",238.32,"1,033.00",,,,,290.7,279.87,,,,,,,,,,,,
H12,#384,2,1,0,HDR,171.36,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"3,427.12",,,179.41,163.36,12948,1755,11193,888,"1,900.00",867,"9,293.00",66.42,1.8,,,1.91,1.69,3,,956.47,,,longREF,0.6,,,0.64,0.56,37.53,,,38.93,36.12,"1,605.68",705.64,827.63,,,,,175.46,167.27,,,1.86,1.75,,,0.62,0.58,,,38.24,36.81
A08,HK-wt_bio2_b,ctrl,,0,longREF,29.36,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,587.23,,,32.23,26.5,16350,403,15947,0,403,0,"15,947.00",0,,,,,,,,969.71,,,,,,,,,,,,,,"4,000.09",244.84,337.4,,,,,30.82,27.9,,,,,,,,,,,,
A08,HK-wt_bio2_b,ctrl,,0,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,16350,0,16350,0,403,0,"15,947.00",0,,,,,,,,,,,,,,,,,,,,,,0,736.81,736.81,,,,,,,,,,,,,,,,,,
H08,NTC,ctrl,,0,longREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,17527,0,17527,0,0,0,"17,527.00",0,,,,,,,,,,,,,,,,,,,,,,0,243.91,243.91,,,,,,,,,,,,,,,,,,
H08,NTC,ctrl,,0,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,17527,0,17527,0,0,0,"17,527.00",0,,,,,,,,,,,,,,,,,,,,,,0,747.2,747.2,,,,,,,,,,,,,,,,,,
G08,Nup62#199_bio2_b,ctrl,,0,longREF,71.32,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"1,426.38",,,75.59,67.07,18310,1077,17233,0,"1,077.00",0,"17,233.00",0,,,,,,,,"1,004.49",,,,,,,,,,,,,,"3,886.74",249.95,463.86,,,,,73.49,69.15,,,,,,,,,,,,
G08,Nup62#199_bio2_b,ctrl,,0,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,18310,0,18310,0,"1,077.00",0,"17,233.00",0,,,,,,,,,,,,,,,,,,,,,,0,745.15,745.15,,,,,,,,,,,,,,,,,,
F08,Nup93#214_bio2_b,ctrl,,0,longREF,4.27,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,85.3,,,5.42,3.29,17133,62,17071,11,51,66,"17,005.00",0.74,,,,,,,,749.16,,,,,,,,,,,,,,"3,969.00",247.99,261.45,,,,,4.83,3.75,,,,,,,,,,,,
F08,Nup93#214_bio2_b,ctrl,,0,HDR,5.3,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,105.99,,,6.58,4.2,17133,77,17056,11,51,66,"17,005.00",0.74,3.73,,,4.98,2.47,3,,889.92,,,longREF,1.24,,,1.66,0.82,55.41,,,63.71,47.1,"1,570.84",741.44,745.17,,,,,5.93,4.72,,,4.36,3.09,,,1.45,1.03,,,59.61,51.2
B08,Nup93#38_bio2_b,ctrl,,0,longREF,33.18,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,663.5,,,36.7,29.66,12300,342,11958,101,241,206,"11,752.00",9.29,,,,,,,,906.57,,,,,,,,,,,,,,"3,949.08",250.81,353.64,,,,,34.97,31.38,,,,,,,,,,,,
B08,Nup93#38_bio2_b,ctrl,,0,HDR,29.74,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,594.73,,,33.07,26.41,12300,307,11993,101,241,206,"11,752.00",9.29,2.69,,,3.1,2.27,3,,980.24,,,longREF,0.9,,,1.03,0.76,47.27,,,51.11,43.43,"1,682.84",746.27,769.65,,,,,31.44,28.04,,,2.9,2.48,,,0.97,0.83,,,49.23,45.31
C08,Nup93#70_bio2_b,ctrl,,0,longREF,60.93,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"1,218.55",,,65.12,56.75,16168,816,15352,266,550,451,"14,901.00",18.29,,,,,,,,964.06,,,,,,,,,,,,,,"3,921.06",250.37,435.63,,,,,63.06,58.8,,,,,,,,,,,,
C08,Nup93#70_bio2_b,ctrl,,0,HDR,53.37,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"1,067.30",,,57.28,49.46,16168,717,15451,266,550,451,"14,901.00",18.29,2.63,,,2.89,2.36,3,,985.55,,,longREF,0.88,,,0.96,0.79,46.69,,,49.19,44.19,"1,667.64",746.3,787.15,,,,,55.36,51.37,,,2.76,2.49,,,0.92,0.83,,,47.97,45.42
D08,Nup93#79_bio2_b,ctrl,,0,longREF,71.62,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"1,432.42",,,76.15,67.11,16305,963,15342,368,595,497,"14,845.00",25.39,,,,,,,,989.8,,,,,,,,,,,,,,"3,841.33",250.76,462.82,,,,,73.93,69.31,,,,,,,,,,,,
D08,Nup93#79_bio2_b,ctrl,,0,HDR,64.13,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"1,282.59",,,68.41,59.86,16305,865,15440,368,595,497,"14,845.00",25.39,2.69,,,2.93,2.44,3,,982.58,,,longREF,0.9,,,0.98,0.81,47.24,,,49.53,44.95,"1,644.94",749.02,796.55,,,,,66.31,61.95,,,2.81,2.56,,,0.94,0.85,,,48.41,46.07
E08,Nup93#92_bio2_b,ctrl,,0,longREF,5.94,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,118.71,,,7.29,4.76,17089,86,17003,5,81,84,"16,919.00",0.32,,,,,,,,637.7,,,,,,,,,,,,,,"4,008.76",247.86,266.79,,,,,6.6,5.32,,,,,,,,,,,,
E08,Nup93#92_bio2_b,ctrl,,0,HDR,6.14,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,122.86,,,7.52,4.95,17089,89,17000,5,81,84,"16,919.00",0.32,3.1,,,4.03,2.18,3,,974.59,,,longREF,1.03,,,1.34,0.73,50.86,,,58.3,43.42,"1,731.13",743.68,748.82,,,,,6.82,5.52,,,3.57,2.64,,,1.19,0.88,,,54.63,47.09
